Date,Open,High,Low,Close,Volume
2/1/2012,458.41,458.99,455.55,456.19,9644500
2/2/2012,455.9,457.17,453.98,455.12,6671300
2/3/2012,457.3,460,455.56,459.68,10235700
2/6/2012,458.38,464.98,458.201,463.97,8907600
2/7/2012,465.25,469.75,464.581,468.83,11293700
2/8/2012,470.5,476.79,469.7,476.68,14567500
2/9/2012,480.76,496.75,480.56,493.17,31579100
2/10/2012,490.96,497.62,488.55,493.42,22546500
2/13/2012,499.53,503.83,497.09,502.6,18472000
2/14/2012,504.66,509.56,502,509.46,16442800
2/15/2012,514.26,526.29,496.89,497.67,53790000
2/16/2012,491.5,504.89,486.63,502.21,33734000
2/17/2012,503.11,507.77,500.3,502.12,19135900
2/21/2012,506.88,514.85,504.12,514.85,21628400
2/22/2012,513.08,515.49,509.07,513.04,17260800
2/23/2012,514.54,517.8296,509.5,516.39,20286700
2/24/2012,519.67,522.9,518.64,522.41,14824000
2/27/2012,521.31,528.5,516.28,525.76,19556500
2/28/2012,527.96,535.41,525.85,535.41,21442400
2/29/2012,541.56,547.61,535.7,542.44,34000400
3/1/2012,548.17,548.21,538.77,544.47,24402500
3/2/2012,544.24,546.8,542.52,545.18,15418300
3/5/2012,545.42,547.48,526,533.16,28897300
3/6/2012,523.66,533.69,516.221,530.26,28937100
3/7/2012,536.8,537.78,523.3,530.69,28518600
3/8/2012,534.69,542.99,532.12,541.99,18444900
3/9/2012,544.21,547.74,543.11,545.17,14961400
3/12/2012,548.982,552,547,552,14545800
3/13/2012,557.54,568.18,555.75,568.1,24673400
3/14/2012,578.05,594.72,575.4,589.58,50673000
3/15/2012,599.61,600.01,578.55,585.56,41418500
3/16/2012,584.72,589.2,578,585.57,29481700
3/19/2012,598.37,601.77,589.05,601.1,32187000
3/20/2012,599.51,606.9,582,605.96,29166500
3/21/2012,602.74,609.65,601.41,602.5,23001500
3/22/2012,597.78,604.5,595.53,599.34,22281100
3/23/2012,600.49,601.8,594.401,596.05,15374600
3/26/2012,599.79,607.15,595.26,606.98,21276500
3/27/2012,606.18,616.28,606.06,614.48,21683200
3/28/2012,618.38,621.45,610.31,617.62,23409300
3/29/2012,612.78,616.56,607.23,609.86,21722800
3/30/2012,608.77,610.56,597.94,599.55,26108500
4/2/2012,601.83,618.77,600.38,618.63,21369700
4/3/2012,627.3,632.21,622.51,629.32,29805700
4/4/2012,624.35,625.86,617,624.31,20463600
4/5/2012,626.98,634.66,623.4,633.68,22903500
4/9/2012,626.13,639.84,625.3,636.23,21340600
4/10/2012,639.93,644,626,628.44,31775900
4/11/2012,636.2,636.87,623.3422,626.2,24879100
4/12/2012,625,631.33,620.5,622.77,21940600
4/13/2012,624.11,624.7,603.51,605.23,30701600
4/16/2012,610.06,610.28,578.25,580.13,37528100
4/17/2012,578.94,610,571.91,609.7,36626000
4/18/2012,613.72,620.25,602.71,608.34,34090400
4/19/2012,600.22,604.732,584.52,587.44,29811400
4/20/2012,591.38,594.62,570.42,572.98,36820900
4/23/2012,570.61,576.67,556.62,571.7,34518900
4/24/2012,562.61,567.69,555,560.28,38433900
4/25/2012,615.635,618,606,610,32349200
4/26/2012,614.27,614.69,602.13,607.7,19145300
4/27/2012,605.07,606.18,600.5,603,14525800
4/30/2012,597.8,598.4,583,583.98,18076600
5/1/2012,584.9,596.76,581.23,582.13,21821400
5/2/2012,580.24,587.3999,578.86,585.98,15263900
5/3/2012,590.5,591.4,580.3,581.82,13948200
5/4/2012,577.08,578.36,565.17,565.25,18928300
5/7/2012,561.5,572.77,561.23,569.48,16432800
5/8/2012,569.58,571.5,558.73,568.18,17759000
5/9/2012,563.7,573.9778,560.85,569.18,17168000
5/10/2012,574.58,575.88,568.441,570.52,11900000
5/11/2012,565,574.47,564.35,566.71,14269500
5/14/2012,562.57,567.51,557.6,558.22,12593800
5/15/2012,561.45,563.22,551.75,553.17,17012000
5/16/2012,554.05,556.89,541.04,546.075,20032000
5/17/2012,545.31,547.5,530.12,530.12,25615000
5/18/2012,533.96,543.41,522.18,530.38,26153300
5/21/2012,534.5,561.54,534.05,561.28,22539500
5/22/2012,569.55,573.88,552.58,556.97,24816800
5/23/2012,557.5,572.8,553.23,570.56,20889200
5/24/2012,575.87,576.5,561.23,565.32,17722500
5/25/2012,564.59,565.85,558.472,562.29,11732400
5/29/2012,570.9,574,565.31,572.27,13589600
5/30/2012,569.2,579.99,566.56,579.17,18908200
5/31/2012,580.74,581.5,571.46,577.73,17559800
6/1/2012,569.16,572.65,560.52,560.99,18606700
6/4/2012,561.5,567.5,548.5,564.29,19892700
6/5/2012,561.27,566.47,558.33,562.83,13864800
6/6/2012,567.77,573.85,565.5,571.46,14337700
6/7/2012,577.29,577.32,570.5,571.72,13563100
6/8/2012,571.6,580.584,569,580.32,12411300
6/11/2012,587.72,588.5,570.63,571.17,21116600
6/12/2012,574.46,576.62,566.7,576.16,15549300
6/13/2012,574.52,578.48,570.38,572.16,10485000
6/14/2012,571.24,573.5,567.26,571.53,12341900
6/15/2012,571,574.62,569.55,574.13,11973400
6/18/2012,570.96,587.89,570.37,585.78,15729000
6/19/2012,583.4,590,583.1,587.41,12907300
6/20/2012,588.21,589.25,580.8,585.741,12819400
6/21/2012,585.44,588.22,577.44,577.67,11655400
6/22/2012,579.04,582.19,575.42,582.1,10159700
6/25/2012,577.3,579.8,570.37,570.765,10870800
6/26/2012,571.33,574.49,567.33,572.025,9876300
6/27/2012,575,576.74,571.92,574.5,7249900
6/28/2012,571.67,574,565.61,569.05,10101300
6/29/2012,578,584,574.25,584,15053600
7/2/2012,584.73,593.47,583.6,592.52,14289000
7/3/2012,594.88,600,594,599.41,8632600
7/5/2012,600.56,614.34,599.65,609.94,17299400
7/6/2012,607.09,608.44,601.58,605.88,14961800
7/9/2012,605.3,613.9,604.11,613.89,13550200
7/10/2012,617.97,619.87,605.31,608.21,18284200
7/11/2012,606.12,607.66,597.22,604.43,16761500
7/12/2012,600.24,603.47,592.68,598.9,15287200
7/13/2012,602.95,607.19,600,604.97,11122400
7/16/2012,605.12,611.62,605.02,606.91,10759300
7/17/2012,610.79,611.5,603.15,606.94,10486600
7/18/2012,606.59,608.34,603.56,606.26,9025000
7/19/2012,611.28,615.35,606,614.32,15602200
7/20/2012,613.03,614.44,603.7,604.3,14195400
7/23/2012,594.4,605.9,587.71,603.83,17427700
7/24/2012,607.38,609.68,598.51,600.92,20183300
7/25/2012,574.46,580.8,570,574.97,31332600
7/26/2012,579.76,580.4,570.36,574.88,14522600
7/27/2012,575.01,585.83,571.59,585.16,14426300
7/30/2012,590.92,599.44,587.82,595.03,13540800
7/31/2012,603.23,611.7,602.72,610.76,16511700
8/1/2012,615.905,616.4,603,606.81,13732200
8/2/2012,602.84,610.69,600.25,607.79,11862800
8/3/2012,613.63,617.98,611.56,615.7,12318600
8/6/2012,617.29,624.868,615.26,622.55,10789400
8/7/2012,622.77,625,618.04,620.914,10373100
8/8/2012,619.39,623.88,617.1,619.86,8739500
8/9/2012,617.85,621.73,617.8,620.73,7915800
8/10/2012,618.71,621.76,618.7,621.7,6962100
8/13/2012,623.39,630,623.25,630,9958300
8/14/2012,631.87,638.61,630.21,631.69,12148900
8/15/2012,631.3,634,627.75,630.83,9190800
8/16/2012,631.21,636.76,630.5,636.34,9090500
8/17/2012,640,648.19,638.81,648.11,15812900
8/20/2012,650.01,665.15,649.9,665.15,21906600
8/21/2012,670.82,674.88,650.33,656.062,29025700
8/22/2012,654.42,669,648.11,668.87,20190100
8/23/2012,666.11,669.9,661.15,662.63,15004600
8/24/2012,659.51,669.48,655.55,663.222,15619300
8/27/2012,679.99,680.87,673.54,675.68,15250300
8/28/2012,674.9773,676.1,670.673,674.8,9550600
8/29/2012,675.25,677.67,672.6,673.466,7243100
8/30/2012,670.64,671.554,662.853,663.868,10810700
8/31/2012,667.25,668.6,657.25,665.24,12082900
9/4/2012,665.76,675.14,664.5,674.97,13139000
9/5/2012,675.57,676.35,669.6,670.23,12013400
9/6/2012,673.17,678.29,670.8,676.27,13971300
9/7/2012,678.05,682.48,675.77,680.44,11773800
9/10/2012,680.45,683.29,662.1,662.74,17428500
9/11/2012,665.11,670.1,656.5,660.59,17999400
9/12/2012,666.85,669.9,656,669.79,25436900
9/13/2012,677.37,685.5,674.77,682.98,21370000
9/14/2012,689.955,696.98,687.89,691.28,21445500
9/17/2012,699.35,699.8,694.61,699.781,14215400
9/18/2012,699.88,702.33,696.42,701.91,13339400
9/19/2012,700.26,703.99,699.57,702.1,11674100
9/20/2012,699.16,700.06,693.62,698.7,12020300
9/21/2012,702.41,705.07,699.3617,700.095,20413900
9/24/2012,686.86,695.12,683,690.79,22848800
9/25/2012,688.26,692.78,673,673.54,18528200
9/26/2012,668.74,672.69,661.2,665.18,20589400
9/27/2012,664.29,682.17,660.35,681.32,21217500
9/28/2012,678.75,681.11,666.75,667.105,19111100
10/1/2012,671.5,676.75,656.5,659.39,19414100
10/2/2012,661.81,666.35,650.65,661.31,22428300
10/3/2012,664.86,671.86,662.63,671.45,15152900
10/4/2012,671.25,674.25,665.55,666.8,13240200
10/5/2012,665.2,666,651.28,652.59,21214500
10/8/2012,646.88,647.56,636.11,638.17,22785500
10/9/2012,638.65,640.49,623.55,635.85,29949900
10/10/2012,639.74,644.98,637,640.91,18227000
10/11/2012,646.5,647.2,628.1,628.1,19502900
10/12/2012,629.56,635.38,625.3,629.714,16429100
10/15/2012,632.35,635.13,623.85,634.76,15446500
10/16/2012,635.34,650.3,631,649.7925,19634700
10/17/2012,648.87,652.79,644,644.6136,13894200
10/18/2012,639.59,642.06,630,632.64,17022300
10/19/2012,631.05,631.77,609.62,609.84,26574500
10/22/2012,612.42,635.38,610.76,634.03,19526100
10/23/2012,631,633.9,611.7,613.3554,25255200
10/24/2012,621.44,626.55,610.64,616.83,19947400
10/25/2012,620,622,605.55,609.538,23440200
10/26/2012,609.43,614,591,604,36372600
10/31/2012,594.88,601.96,587.7,595.32,18214400
11/1/2012,598.22,603,594.17,596.5399,12903500
11/2/2012,595.89,596.95,574.75,576.8,21406200
11/5/2012,583.515,587.77,577.6,584.6211,18897700
11/6/2012,590.23,590.74,580.09,582.8495,13389900
11/7/2012,573.835,574.54,555.75,558.0019,28344600
11/8/2012,560.63,562.23,535.29,537.75,37719500
11/9/2012,540.42,554.88,533.72,547.06,33211200
11/12/2012,554.15,554.5,538.65,542.83,18421500
11/13/2012,538.91,550.48,536.36,542.898,19033900
11/14/2012,545.5,547.45,536.18,536.88,17041800
11/15/2012,537.53,539.5,522.62,525.62,28211100
11/16/2012,525.2,530,505.7501,527.678,45246200
11/19/2012,540.7097,567.5,539.88,565.73,29404200
11/20/2012,571.91,571.95,554.58,560.9134,22955500
11/21/2012,564.25,567.37,556.6,561.7,13321500
11/23/2012,567.17,572,562.6,571.5,9743800
11/26/2012,575.9,590,573.71,589.53,22520700
11/27/2012,589.55,590.42,580.1,584.78,19047500
11/28/2012,577.27,585.8,572.26,582.94,18602300
11/29/2012,590.215,594.25,585.25,589.36,18382100
11/30/2012,586.79,588.4,582.68,585.28,13975700
12/3/2012,593.65,594.59,585.5,586.19,13010000
12/4/2012,581.8,581.8,572.13,575.8454,19895300
12/5/2012,568.91,569.25,538.77,538.7923,37308500
12/6/2012,528.94,553.31,518.63,547.2445,42043300
12/7/2012,553.4,555.2,530,533.25,28108600
12/10/2012,525,538.51,521.58,529.8209,22517300
12/11/2012,539.77,549.56,537.37,541.388,21155200
12/12/2012,547.77,548,536.2701,539,17398000
12/13/2012,531.15,537.6399,525.8,529.69,22330700
12/14/2012,514.75,518.132,505.58,509.794,36056400
12/17/2012,508.93,520,501.23,518.83,27057400
12/18/2012,525,534.9,520.25,533.9,22345900
12/19/2012,531.47,533.7,525.5,526.31,16048900
12/20/2012,530,530.2,518.88,521.7302,17203200
12/21/2012,512.47,519.67,510.24,519.33,21295300
12/24/2012,520.35,524.25,518.71,520.168,6276900
12/26/2012,519,519.46,511.12,512.9995,10801300
12/27/2012,513.54,516.25,504.66,515.06,16254300
12/28/2012,510.29,514.48,508.12,509.5892,12652800
12/31/2012,510.53,535.4,509,532.1729,23553300
1/2/2013,553.82,555,541.63,549.03,20018500
1/3/2013,547.88,549.67,541,542.0959,12605900
1/4/2013,536.965,538.6299,525.8286,527,21226200
1/7/2013,522,529.3,515.2,523.9,17291300
1/8/2013,529.21,531.89,521.25,525.31,16382400
1/9/2013,522.5,525.0054,515.99,517.1,14557300
1/10/2013,528.55,528.72,515.52,523.51,21469500
1/11/2013,521,525.32,519.02,520.3,12518100
1/14/2013,502.68,507.5,498.51,501.75,26221700
1/15/2013,498.3,498.99,483.38,485.92,31313300
1/16/2013,494.64,509.44,492.5,506.09,24671600
1/17/2013,510.31,510.75,502.03,502.68,16202800
1/18/2013,498.516,502.22,496.4,500,16890100
1/22/2013,504.56,507.88,496.63,504.77,16483800
1/23/2013,508.81,514.99,504.77,514.005,30768200
1/24/2013,460,465.73,450.25,450.5,52173300
1/25/2013,451.69,456.23,435,439.88,43143800
1/28/2013,437.825,453.21,435.86,449.83,28054200
1/29/2013,458.5,460.2,452.12,458.27,20398500
1/30/2013,457,462.6,454.5,456.83,14898400
1/31/2013,456.98,459.28,454.98,455.49,11404800
2/1/2013,459.11,459.48,448.35,453.62,19267300
2/4/2013,453.91,455.94,442,442.316,17039900
2/5/2013,444.05,459.74,442.22,457.844,20476700
2/6/2013,456.47,466.5,452.58,457.35,21203800
2/7/2013,463.25,470,454.12,468.22,25163600
2/8/2013,474,478.81,468.25,474.98,22612800
2/11/2013,476.5,484.94,473.25,479.93,18481800
2/12/2013,479.51,482.38,467.744,467.9,21751900
2/13/2013,467.21,473.64,463.22,467.01,16971700
2/14/2013,464.5199,471.64,464.02,466.59,12688400
2/15/2013,468.85,470.16,459.92,460.16,13990900
2/19/2013,461.1,462.73,453.85,459.99,15563700
2/20/2013,457.69,457.69,448.8,448.85,17010800
2/21/2013,446,449.17,442.82,446.06,15970800
2/22/2013,449.25,451.6,446.6,450.81,11809100
2/25/2013,453.85,455.12,442.57,442.8,13306400
2/26/2013,443.82,451.54,437.66,448.97,17910700
2/27/2013,448.43,452.44,440.65,444.57,20976800
2/28/2013,444.05,447.87,441.4,441.4,11518400
3/1/2013,438,438.1799,429.98,430.47,19730300
3/4/2013,427.8,428.1999,419,420.05,20812700
3/5/2013,421.48,435.19,420.75,431.144,22801200
3/6/2013,434.51,435.25,424.43,425.662,16437500
3/7/2013,424.5,432.01,421.06,430.582,16731200
3/8/2013,429.8,435.43,428.61,431.72,13981500
3/11/2013,429.7499,439.01,425.14,437.87,16937000
3/12/2013,435.6,438.88,427.57,428.43,16639700
3/13/2013,428.45,434.5,425.36,428.35,14483900
3/14/2013,432.83,434.64,430.45,432.5,10852700
3/15/2013,437.93,444.23,437.25,443.66,22998600
3/18/2013,441.45,457.46,441.2,455.72,21649900
3/19/2013,459.5,460.97,448.5,454.49,18813400
3/20/2013,457.42,457.63,449.59,452.08,11023600
3/21/2013,450.22,457.98,450.1,452.73,13687700
3/22/2013,454.58,462.1,453.11,461.91,14110900
3/25/2013,464.69,469.95,461.78,463.58,17897700
3/26/2013,465.44,465.8399,460.53,461.136,10510500
3/27/2013,456.46,456.8,450.7301,452.08,11829900
3/28/2013,449.82,451.819,441.62,442.66,15815700
4/1/2013,441.9,443.698,427.74,428.91,13919000
4/2/2013,427.6,438.14,426.4,429.792,18911400
4/3/2013,431.37,437.28,430.31,431.99,12972000
4/4/2013,433.76,435,425.25,427.72,12801700
4/5/2013,424.5,424.95,419.68,423.2,13703400
4/8/2013,424.85,427.5,422.49,426.21,10743900
4/9/2013,426.36,428.5,422.75,426.98,10950500
4/10/2013,428.1,437.06,426.01,435.69,13426000
4/11/2013,433.72,437.99,431.2,434.33,11727300
4/12/2013,434.15,434.15,429.09,429.8,8521900
4/15/2013,427,427.89,419.55,419.85,11340000
4/16/2013,421.57,426.61,420.57,426.24,10920400
4/17/2013,420.27,420.6,398.11,402.8,33752000
4/18/2013,404.99,405.79,389.742,392.05,23796400
4/19/2013,387.97,399.6,385.1,390.53,21759800
4/22/2013,392.64,402.2,391.275,398.67,15354300
4/23/2013,403.99,408.381,398.81,406.13,23722800
4/24/2013,393.54,415.25,392.5,405.462,34630400
4/25/2013,411.225,413.94,407,408.38,13744200
4/26/2013,409.81,418.769,408.25,417.205,27289200
4/29/2013,420.45,433.617,420,430.12,22868800
4/30/2013,435.1,445.25,432.07,442.78,24697800
5/1/2013,444.46,444.93,434.39,439.29,18103900
5/2/2013,441.78,448.59,440.63,445.52,15065300
5/3/2013,451.31,453.23,449.15,449.98,12903600
5/6/2013,455.71,462.2,454.31,460.71,17737200
5/7/2013,464.97,465.75,453.7,458.658,17276900
5/8/2013,459.04,465.37,455.81,463.84,16878500
5/9/2013,459.81,463,455.58,456.77,14231700
5/10/2013,457.97,459.71,450.48,452.97,11959000
5/13/2013,451.51,457.9,451.5,454.74,11319600
5/14/2013,453.85,455.2,442.15,443.86,15968500
5/15/2013,439.16,441,422.36,428.85,26486200
5/16/2013,423.24,437.85,418.9,434.578,21543000
5/17/2013,439.05,440.09,431.01,433.26,15282300
5/20/2013,431.91,445.8,430.1,442.93,16127800
5/21/2013,438.15,445.48,434.2,439.66,16286500
5/22/2013,444.05,448.3499,438.22,441.354,15822800
5/23/2013,435.95,446.16,435.79,442.14,12607900
5/24/2013,440.85,445.66,440.36,445.15,9863100
5/28/2013,449.9,451.11,440.85,441.439,13790900
5/29/2013,440,447.5,439.4,444.95,11806300
5/30/2013,445.65,454.5,444.51,451.58,12625700
5/31/2013,452.5,457.1,449.5,449.735,13725100
6/3/2013,450.73,452.36,442.48,450.72,13298300
6/4/2013,453.22,454.43,447.39,449.31,10454600
6/5/2013,445.65,450.72,443.71,445.11,10378200
6/6/2013,445.47,447,434.05,438.46,14890500
6/7/2013,436.5,443.24,432.77,441.811,14447700
6/10/2013,444.73,449.079,436.8,438.89,16076900
6/11/2013,435.74,442.7599,433.32,437.6,10218300
6/12/2013,439.5,441.25,431.5,432.19,9472400
6/13/2013,432.5,437.14,428.75,435.965,10208300
6/14/2013,435.4,436.29,428.5,430.05,9709500
6/17/2013,431.44,435.7,430.3615,432,9264800
6/18/2013,431.56,434.9,430.21,431.77,6965200
6/19/2013,431.4,431.66,423,423,11105000
6/20/2013,419.3,425.98,415.17,416.838,12761100
6/21/2013,418.49,420,408.1001,413.5,17182800
6/24/2013,407.4,408.66,398.05,402.54,17169500
6/25/2013,405.7,407.79,398.83,402.63,11220100
6/26/2013,403.9,404.79,395.66,398.07,13133000
6/27/2013,399.25,401.39,393.54,393.78,12044500
6/28/2013,391.36,400.27,388.87,396.53,20661300
7/1/2013,402.69,412.27,401.22,409.22,13966200
7/2/2013,409.96,421.63,409.47,418.49,16780900
7/3/2013,420.86,422.98,417.45,420.8,8604600
7/5/2013,420.39,423.29,415.35,417.42,9786600
7/8/2013,420.11,421,410.65,415.05,10647800
7/9/2013,413.6,423.5,410.38,422.35,12592300
7/10/2013,419.6,424.8,418.25,420.73,10050200
7/11/2013,422.95,428.25,421.1701,427.288,11653300
7/12/2013,427.65,429.79,423.41,426.51,9984400
7/15/2013,425.01,431.46,424.8,427.44,8639900
7/16/2013,426.52,430.71,424.17,430.195,7733500
7/17/2013,429.7,432.22,428.22,430.31,7106800
7/18/2013,433.38,434.87,430.61,431.758,7817100
7/19/2013,433.1,433.98,424.35,424.95,9597200
7/22/2013,429.46,429.75,425.468,426.31,7421300
7/23/2013,426,426.96,418.71,418.99,13192700
7/24/2013,438.93,444.59,435.26,440.51,21140600
7/25/2013,440.7,441.4,435.81,438.5,8196200
7/26/2013,435.3,441.04,434.34,440.99,7148300
7/29/2013,440.8,449.99,440.2,447.79,8859200
7/30/2013,449.96,457.15,449.23,453.32,11050800
7/31/2013,454.99,457.3425,449.43,452.53,11534200
8/1/2013,455.7527,456.8,453.26,456.676,7366100
8/2/2013,458.01,462.85,456.66,462.54,9813700
8/5/2013,464.69,470.67,462.15,469.45,11387700
8/6/2013,468.02,471.89,462.17,465.25,11959200
8/7/2013,463.8,467,461.77,464.98,10673500
8/8/2013,463.855,464.1,457.95,461.01,9134900
8/9/2013,458.64,460.46,453.65,454.45,9530900
8/12/2013,456.86,468.65,456.63,467.36,13015500
8/13/2013,470.94,494.66,468.05,489.57,31497900
8/14/2013,497.88,504.25,493.4,498.5,27013300
8/15/2013,496.42,502.399,489.0833,497.91,17510500
8/16/2013,500.15,502.94,498.86,502.33,12939500
8/19/2013,504.34,513.74,504,507.74,18232800
8/20/2013,509.71,510.57,500.82,501.07,12810300
8/21/2013,503.59,507.15,501.2,502.36,11995700
8/22/2013,504.98,505.59,498.2,502.96,8721700
8/23/2013,503.27,503.35,499.35,501.02,7954700
8/26/2013,500.75,510.2,500.5,502.97,11820200
8/27/2013,498,502.51,486.3,488.59,15149600
8/28/2013,486,495.8,486,490.896,10986000
8/29/2013,491.65,496.5,491.13,491.7,8559200
8/30/2013,492,492.95,486.5,487.216,9724900
9/3/2013,493.1,500.6,487.35,488.58,11854600
9/4/2013,499.56,502.24,496.28,498.691,12322600
9/5/2013,500.25,500.68,493.64,495.27,8441700
9/6/2013,498.44,499.38,489.95,498.22,12840200
9/9/2013,505,507.92,503.48,506.17,12167400
9/10/2013,506.2,507.45,489.5,494.64,26542700
9/11/2013,467.0101,473.69,464.81,467.71,32096300
9/12/2013,468.5,475.4,466.01,472.69,14430400
9/13/2013,469.3402,471.8292,464.7,464.9,10672700
9/16/2013,461,461.6099,447.22,450.12,19418100
9/17/2013,447.96,459.71,447.5,455.32,14263600
9/18/2013,463.18,466.35,460.66,464.68,16316500
9/19/2013,470.7,475.83,469.25,472.3,14447900
9/20/2013,478,478.55,466,467.41,24975100
9/23/2013,496.1,496.91,482.6,490.64,27218100
9/24/2013,494.88,495.47,487.82,489.1,13012300
9/25/2013,489.2,489.64,481.4301,481.53,11319900
9/26/2013,486,488.56,483.9,486.22,8472200
9/27/2013,483.78,484.67,480.72,482.75,8144300
9/30/2013,477.25,481.66,474.411,476.75,9291300
10/1/2013,478.45,489.14,478.381,487.96,12638700
10/2/2013,485.63,491.8,483.75,489.56,10328000
10/3/2013,490.51,492.35,480.7387,483.41,11526900
10/4/2013,483.86,484.6,478.6,483.03,9245300
10/7/2013,486.56,492.65,485.35,487.75,11153300
10/8/2013,489.94,490.64,480.54,480.94,10389900
10/9/2013,484.64,487.79,478.28,486.588,10775900
10/10/2013,491.32,492.38,487.04,489.638,9950100
10/11/2013,486.99,493.84,485.16,492.812,9562100
10/14/2013,489.83,497.58,489.35,496.04,9353500
10/15/2013,497.505,502,495.52,498.68,11431200
10/16/2013,500.79,502.53,499.23,501.114,8967900
10/17/2013,499.98,504.78,499.68,504.5,9056900
10/18/2013,505.99,509.26,505.71,508.89,10376500
10/21/2013,511.77,524.3,511.52,521.362,14218100
10/22/2013,526.405,528.4496,508.03,519.8675,19073700
10/23/2013,519,525.67,519,524.96,11204400
10/24/2013,525,532.47,522.45,531.91,13741600
10/25/2013,531.315,533.23,525.11,525.958,12064000
10/28/2013,529.04,531,523.21,529.876,19658600
10/29/2013,536.27,539.25,514.54,516.678,22707400
10/30/2013,519.61,527.52,517.02,524.896,12648700
10/31/2013,525,527.49,521.27,522.702,9846300
11/1/2013,524.02,524.8,515.84,520.03,9817500
11/4/2013,521.1,526.82,518.81,526.75,8736700
11/5/2013,524.58,528.885,523,525.449,9471900
11/6/2013,524.15,524.86,518.2,520.92,7977700
11/7/2013,519.58,523.19,512.38,512.492,9379300
11/8/2013,514.58,521.13,512.59,520.56,9975600
11/11/2013,519.99,521.67,514.41,519.048,8123300
11/12/2013,517.67,523.92,517,520.01,7295600
11/13/2013,518,522.25,516.96,520.634,7043600
11/14/2013,522.81,529.28,521.87,528.16,10086400
11/15/2013,526.58,529.09,524.49,524.991,11354300
11/18/2013,524.99,527.19,518.2,518.629,8748000
11/19/2013,519.03,523.38,517.97,519.55,7462100
11/20/2013,519.23,520.42,514.33,515,6925600
11/21/2013,517.6,521.21,513.67,521.136,9358100
11/22/2013,519.52,522.16,518.53,519.8,7990200
11/25/2013,521.02,525.87,521,523.74,8189700
11/26/2013,524.12,536.14,524,533.4,14335100
11/27/2013,536.3098,546,533.4,545.96,12980300
11/29/2013,549.48,558.33,547.81,556.07,11361700
12/2/2013,558,564.3299,550.82,551.23,16876600
12/3/2013,558.3,566.38,557.68,566.322,16106000
12/4/2013,565.5,569.19,560.82,565,13493200
12/5/2013,572.65,575.1358,566.41,567.901,15985000
12/6/2013,565.79,566.75,559.57,560.02,12298300
12/9/2013,560.9001,569.58,560.9001,566.43,11446200
12/10/2013,563.58,567.88,561.2,565.55,9938200
12/11/2013,567,570.97,559.69,561.36,12847100
12/12/2013,562.1415,565.34,560.03,560.54,9367500
12/13/2013,562.85,562.88,553.67,554.43,11886500
12/16/2013,555.02,562.6389,555.01,557.5,10092600
12/17/2013,555.81,559.44,553.375,554.99,8210800
12/18/2013,549.7,551.45,538.8,550.77,20209400
12/19/2013,549.5,550,543.7301,544.46,11439600
12/20/2013,545.43,551.61,544.8175,549.02,15586200
12/23/2013,568,570.72,562.76,570.09,17903800
12/24/2013,569.89,571.88,566.03,567.67,5984100
12/26/2013,568.1,569.5,563.376,563.9,7286000
12/27/2013,563.82,564.41,559.5,560.09,8067300
12/30/2013,557.46,560.09,552.321,554.52,9058200
12/31/2013,554.17,561.28,554,561.02,7967300
1/2/2014,555.68,557.03,552.021,553.13,8381600
1/3/2014,552.86,553.7,540.43,540.98,14016700
1/6/2014,537.45,546.8,533.6,543.93,14736100
1/7/2014,544.32,545.96,537.925,540.0375,11328900
1/8/2014,538.81,545.56,538.69,543.46,9233200
1/9/2014,546.8,546.86,535.3501,536.519,9969600
1/10/2014,539.83,540.8,531.11,532.94,10892000
1/13/2014,529.91,542.5,529.88,535.73,13517600
1/14/2014,538.22,546.73,537.66,546.39,11877200
1/15/2014,553.52,560.2,551.66,557.36,13987100
1/16/2014,554.9,556.85,551.68,554.25,8188500
1/17/2014,551.48,552.07,539.9,540.67,15240700
1/21/2014,540.99,550.07,540.42,549.07,11733100
1/22/2014,550.9147,557.29,547.81,551.51,13570900
1/23/2014,549.94,556.5,544.8064,556.18,14401400
1/24/2014,554,555.62,544.75,546.07,15334100
1/27/2014,550.07,554.8,545.75,550.5,19817100
1/28/2014,508.76,515,502.07,506.5,38054400
1/29/2014,503.95,507.37,498.62,500.75,17957500
1/30/2014,502.54,506.5,496.7,499.782,24232200
1/31/2014,495.18,501.53,493.55,500.6,16599900
2/3/2014,502.61,507.73,499.3,501.53,14338000
2/4/2014,505.85,509.46,502.76,508.79,13452900
2/5/2014,506.56,515.28,506.2519,512.59,11726600
2/6/2014,510.06,513.5,507.81,512.51,9205900
2/7/2014,521.38,522.9299,517.38,519.68,13224300
2/10/2014,518.66,531.99,518,528.99,12341400
2/11/2014,530.61,537.75,529.5,535.96,10080600
2/12/2014,536.95,539.56,533.24,535.92,11003600
2/13/2014,534.66,544.85,534.2,544.43,10978500
2/14/2014,542.47,545.9799,541.21,543.99,9747300
2/18/2014,546,551.19,545.61,545.99,9294700
2/19/2014,544.75,546.89,534.35,537.37,11206000
2/20/2014,532.99,537,529,531.15,10923500
2/21/2014,532.7927,534.57,524.6,525.25,9956600
2/24/2014,523.15,529.9199,522.42,527.55,10318200
2/25/2014,529.38,529.565,521,522.06,8284000
2/26/2014,523.61,525,515.6,517.35,9864900
2/27/2014,517.14,528.78,516.05,527.67,10781500
2/28/2014,529.08,532.75,522.12,526.24,13284600
3/3/2014,523.42,530.65,522.81,527.76,8527900
3/4/2014,531,532.64,527.77,531.24,9255000
3/5/2014,530.92,534.75,529.13,532.36,7145100
